#HEADER
#TITLES
 , ,GYR@bridge_43.RN_2
282,7433.3200,2499.126
283,7433.3400,2499.033
284,7433.3600,2498.954
285,7433.3800,2498.642
286,7433.4000,2498.563
287,7433.4200,2499.111
288,7433.4400,2498.657
289,7433.4600,2499.08
290,7433.4800,2499.08
291,7433.5000,2498.782
292,7433.5200,2498.423
293,7433.5400,2498.548
294,7433.5600,2498.923
295,7433.5800,2498.689
296,7433.6000,2498.923
297,7433.6200,2498.939
298,7433.6400,2498.954
299,7433.6600,2498.939
300,7433.6800,2498.642
301,7433.7000,2499.142
302,7433.7200,2499.283
303,7433.7400,2499.173
304,7433.7600,2498.767
305,7433.7800,2498.845
306,7433.8000,2499.142
307,7433.8200,2498.97
308,7433.8400,2498.642
309,7433.8600,2498.892
310,7433.8800,2498.986
311,7433.9000,2498.861
312,7433.9200,2498.939
313,7433.9400,2498.954
314,7433.9600,2498.532
315,7433.9800,2498.939
316,7434.0000,2498.407
317,7434.0200,2498.97
318,7434.0400,2499.345
319,7434.0600,2498.673
320,7434.0800,2499.345
321,7434.1000,2499.095
322,7434.1200,2499.283
323,7434.1400,2498.642
324,7434.1600,2498.845
325,7434.1800,2498.892
326,7434.2000,2498.861
327,7434.2200,2498.845
328,7434.2400,2498.438
329,7434.2600,2498.814
330,7434.2800,2498.845
331,7434.3000,2498.47
332,7434.3200,2499.205
333,7434.3400,2498.986
334,7434.3600,2498.814
335,7434.3800,2498.673
336,7434.4000,2499.189
337,7434.4200,2498.532
338,7434.4400,2499.111
339,7434.4600,2498.11
340,7434.4800,2498.392
341,7434.5000,2498.329
342,7434.5200,2498.423
343,7434.5400,2498.188
344,7434.5600,2498.579
345,7434.5800,2497.453
346,7434.6000,2498.204
347,7434.6200,2498.173
348,7434.6400,2497.75
349,7434.6600,2498
350,7434.6800,2497.813
351,7434.7000,2497.641
352,7434.7200,2497.641
353,7434.7400,2498.032
354,7434.7600,2497.719
355,7434.7800,2497.844
356,7434.8000,2498.438
357,7434.8200,2497.703
358,7434.8400,2497.907
359,7434.8600,2497.516
360,7434.8800,2498.079
361,7434.9000,2497.813
362,7434.9200,2498.282
363,7434.9400,2497.234
364,7434.9600,2497.172
365,7434.9800,2497.672
366,7435.0000,2497.969
367,7435.0200,2498
368,7435.0400,2497.813
369,7435.0600,2497.829
370,7435.0800,2497.109
371,7435.1000,2497.641
372,7435.1200,2497.625
373,7435.1400,2497.359
374,7435.1600,2497.922
375,7435.1800,2497.688
376,7435.2000,2497.891
377,7435.2200,2497.813
378,7435.2400,2498.407
379,7435.2600,2498.141
380,7435.2800,2498.047
381,7435.3000,2498.173
382,7435.3200,2498.032
383,7435.3400,2498.689
384,7435.3600,2498.266
385,7435.3800,2498.329
386,7435.4000,2497.969
387,7435.4200,2498.438
388,7435.4400,2498.423
389,7435.4600,2498.235
390,7435.4800,2498.97
391,7435.5000,2498.548
392,7435.5200,2499.142
393,7435.5400,2498.157
394,7435.5600,2498.939
395,7435.5800,2498.501
396,7435.6000,2498.204
397,7435.6200,2498.579
398,7435.6400,2498.047
399,7435.6600,2498.157
400,7435.6800,2498.063
401,7435.7000,2497.547
402,7435.7200,2497.641
403,7435.7400,2498.157
404,7435.7600,2497.766
405,7435.7800,2498.173
406,7435.8000,2498.141
407,7435.8200,2497.782
408,7435.8400,2498.032
409,7435.8600,2497.703
410,7435.8800,2497.922
411,7435.9000,2497.813
412,7435.9200,2498.329
413,7435.9400,2497.922
414,7435.9600,2498.438
415,7435.9800,2498.485
416,7436.0000,2498.47
417,7436.0200,2498.235
418,7436.0400,2498.094
419,7436.0600,2498.548
420,7436.0800,2499.08
421,7436.1000,2498.532
422,7436.1200,2498.501
423,7436.1400,2498.97
424,7436.1600,2498.438
425,7436.1800,2499.486
426,7436.2000,2499.173
427,7436.2200,2498.845
428,7436.2400,2498.986
429,7436.2600,2498.923
430,7436.2800,2499.392
431,7436.3000,2498.814
432,7436.3200,2498.798
433,7436.3400,2499.126
434,7436.3600,2499.126
435,7436.3800,2498.61
436,7436.4000,2498.923
437,7436.4200,2498.61
438,7436.4400,2498.657
439,7436.4600,2498.923
440,7436.4800,2498.782
441,7436.5000,2498.251
442,7436.5200,2498.313
443,7436.5400,2498.094
444,7436.5600,2498.282
445,7436.5800,2497.922
446,7436.6000,2498.344
447,7436.6200,2498.313
448,7436.6400,2498.157
449,7436.6600,2497.891
450,7436.6800,2497.938
451,7436.7000,2498.079
452,7436.7200,2498.438
453,7436.7400,2498.344
454,7436.7600,2498.344
455,7436.7800,2498.344
456,7436.8000,2498.845
457,7436.8200,2498.579
458,7436.8400,2499.048
459,7436.8600,2499.236
460,7436.8800,2498.47
461,7436.9000,2498.907
462,7436.9200,2498.861
463,7436.9400,2499.564
464,7436.9600,2499.549
465,7436.9800,2499.173
466,7437.0000,2499.33
467,7437.0200,2499.361
468,7437.0400,2499.955
469,7437.0600,2499.142
470,7437.0800,2499.736
471,7437.1000,2499.689
472,7437.1200,2499.251
473,7437.1400,2499.408
474,7437.1600,2499.549
475,7437.1800,2499.048
476,7437.2000,2498.861
477,7437.2200,2498.97
478,7437.2400,2498.626
479,7437.2600,2498.907
480,7437.2800,2498.736
481,7437.3000,2498.876
482,7437.3200,2499.392
483,7437.3400,2499.048
484,7437.3600,2499.08
485,7437.3800,2498.907
486,7437.4000,2498.485
487,7437.4200,2499.22
488,7437.4400,2499.33
489,7437.4600,2499.173
490,7437.4800,2499.001
491,7437.5000,2498.923
492,7437.5200,2498.767
493,7437.5400,2499.142
494,7437.5600,2499.048
495,7437.5800,2499.095
496,7437.6000,2499.173
497,7437.6200,2499.33
498,7437.6400,2499.455
499,7437.6600,2498.861
500,7437.6800,2499.22
501,7437.7000,2499.361
502,7437.7200,2499.064
503,7437.7400,2499.424
504,7437.7600,2499.095
505,7437.7800,2498.923
506,7437.8000,2499.424
507,7437.8200,2499.674
508,7437.8400,2498.986
509,7437.8600,2498.829
510,7437.8800,2497.891
511,7437.9000,2498.298
512,7437.9200,2498.188
513,7437.9400,2497.813
514,7437.9600,2498.016
515,7437.9800,2497.875
516,7438.0000,2498
517,7438.0200,2498
518,7438.0400,2497.015
519,7438.0600,2497.829
520,7438.0800,2497.281
521,7438.1000,2497.109
522,7438.1200,2497.266
523,7438.1400,2497.438
524,7438.1600,2497.375
525,7438.1800,2497.078
526,7438.2000,2497.625
527,7438.2200,2497.188
528,7438.2400,2497.391
529,7438.2600,2496.89
530,7438.2800,2497.203
531,7438.3000,2497.469
532,7438.3200,2497.469
533,7438.3400,2496.312
534,7438.3600,2497.625
535,7438.3800,2497.516
536,7438.4000,2496.953
537,7438.4200,2497.813
538,7438.4400,2497.688
539,7438.4600,2497.078
540,7438.4800,2497.266
541,7438.5000,2497.5
542,7438.5200,2497.031
543,7438.5400,2497.375
544,7438.5600,2497.109
545,7438.5800,2497.531
546,7438.6000,2497.297
547,7438.6200,2497.438
548,7438.6400,2496.812
549,7438.6600,2497.156
550,7438.6800,2496.781
551,7438.7000,2496.687
552,7438.7200,2496.984
553,7438.7400,2496.671
554,7438.7600,2497.062
555,7438.7800,2497.015
556,7438.8000,2497.281
557,7438.8200,2496.578
558,7438.8400,2496.796
559,7438.8600,2497.188
560,7438.8800,2497.422
561,7438.9000,2496.671
562,7438.9200,2497.078
563,7438.9400,2496.796
564,7438.9600,2496.671
565,7438.9800,2497.344
566,7439.0000,2496.468
567,7439.0200,2496.984
568,7439.0400,2496.984
569,7439.0600,2496.625
570,7439.0800,2497.094
571,7439.1000,2496.233
572,7439.1200,2496.984
573,7439.1400,2496.452
574,7439.1600,2496.906
575,7439.1800,2496.578
576,7439.2000,2496.202
577,7439.2200,2496.124
578,7439.2400,2496.484
579,7439.2600,2496.374
580,7439.2800,2496.093
581,7439.3000,2496.609
582,7439.3200,2496.093
583,7439.3400,2496.046
584,7439.3600,2496.406
585,7439.3800,2496.452
586,7439.4000,2496.609
587,7439.4200,2496.906
588,7439.4400,2496.499
589,7439.4600,2496.922
590,7439.4800,2497.594
591,7439.5000,2496.656
592,7439.5200,2496.937
593,7439.5400,2496.984
594,7439.5600,2496.734
595,7439.5800,2497.172
596,7439.6000,2497.25
597,7439.6200,2496.609
598,7439.6400,2496.593
599,7439.6600,2496.656
600,7439.6800,2496.343
601,7439.7000,2496.093
602,7439.7200,2495.53
603,7439.7400,2495.874
604,7439.7600,2495.467
605,7439.7800,2495.796
606,7439.8000,2495.108
607,7439.8200,2495.029
608,7439.8400,2494.638
609,7439.8600,2494.466
610,7439.8800,2494.982
611,7439.9000,2494.435
612,7439.9200,2494.545
613,7439.9400,2494.138
614,7439.9600,2493.512
615,7439.9800,2494.279
616,7440.0000,2493.294
617,7440.0200,2492.997
618,7440.0400,2493.825
619,7440.0600,2493.591
620,7440.0800,2493.278
621,7440.1000,2492.903
622,7440.1200,2493.012
623,7440.1400,2492.684
624,7440.1600,2492.778
625,7440.1800,2493.106
626,7440.2000,2492.042
627,7440.2200,2492.23
628,7440.2400,2492.465
629,7440.2600,2492.934
630,7440.2800,2492.183
631,7440.3000,2492.121
632,7440.3200,2492.308
633,7440.3400,2492.277
634,7440.3600,2491.777
635,7440.3800,2492.199
636,7440.4000,2492.34
637,7440.4200,2492.246
638,7440.4400,2491.839
639,7440.4600,2491.777
640,7440.4800,2491.714
641,7440.5000,2491.605
642,7440.5200,2491.37
643,7440.5400,2491.605
644,7440.5600,2491.683
645,7440.5800,2491.495
646,7440.6000,2491.339
647,7440.6200,2491.135
648,7440.6400,2491.151
649,7440.6600,2490.76
650,7440.6800,2490.557
651,7440.7000,2490.776
652,7440.7200,2490.401
653,7440.7400,2490.041
654,7440.7600,2489.494
655,7440.7800,2489.118
656,7440.8000,2489.306
657,7440.8200,2489.478
658,7440.8400,2488.446
659,7440.8600,2489.197
660,7440.8800,2488.759
661,7440.9000,2488.274
662,7440.9200,2488.884
663,7440.9400,2488.899
664,7440.9600,2489.322
665,7440.9800,2488.587
666,7441.0000,2489.103
667,7441.0200,2489.509
668,7441.0400,2489.76
669,7441.0600,2489.494
670,7441.0800,2489.697
671,7441.1000,2490.15
672,7441.1200,2490.01
673,7441.1400,2489.791
674,7441.1600,2490.229
675,7441.1800,2489.713
676,7441.2000,2490.197
677,7441.2200,2489.869
678,7441.2400,2489.9
679,7441.2600,2489.4
680,7441.2800,2489.916
681,7441.3000,2489.744
682,7441.3200,2489.212
683,7441.3400,2489.212
684,7441.3600,2488.587
685,7441.3800,2488.524
686,7441.4000,2488.993
687,7441.4200,2488.712
688,7441.4400,2489.024
689,7441.4600,2488.258
690,7441.4800,2488.274
691,7441.5000,2488.446
692,7441.5200,2488.368
693,7441.5400,2488.243
694,7441.5600,2488.383
695,7441.5800,2488.368
696,7441.6000,2487.773
697,7441.6200,2488.227
698,7441.6400,2488.336
699,7441.6600,2488.29
700,7441.6800,2488.368
701,7441.7000,2488.368
702,7441.7200,2489.4
703,7441.7400,2488.993
704,7441.7600,2489.337
705,7441.7800,2489.806
706,7441.8000,2489.963
707,7441.8200,2489.947
708,7441.8400,2489.728
709,7441.8600,2490.057
710,7441.8800,2490.166
711,7441.9000,2489.806
712,7441.9200,2490.275
713,7441.9400,2490.197
714,7441.9600,2490.463
715,7441.9800,2490.557
716,7442.0000,2490.557
717,7442.0200,2490.338
718,7442.0400,2489.024
719,7442.0600,2489.947
720,7442.0800,2490.26
721,7442.1000,2489.916
722,7442.1200,2489.243
723,7442.1400,2489.416
724,7442.1600,2489.165
725,7442.1800,2489.212
726,7442.2000,2488.853
727,7442.2200,2488.79
728,7442.2400,2489.087
729,7442.2600,2488.712
730,7442.2800,2488.962
731,7442.3000,2488.774
732,7442.3200,2489.572
733,7442.3400,2489.024
734,7442.3600,2489.509
735,7442.3800,2489.9
736,7442.4000,2489.76
737,7442.4200,2489.619
738,7442.4400,2489.634
739,7442.4600,2490.26
740,7442.4800,2489.713
741,7442.5000,2490.182
742,7442.5200,2490.072
743,7442.5400,2490.557
744,7442.5600,2490.51
745,7442.5800,2490.197
746,7442.6000,2490.26
747,7442.6200,2490.838
748,7442.6400,2490.479
749,7442.6600,2490.823
750,7442.6800,2490.885
751,7442.7000,2491.198
752,7442.7200,2491.073
753,7442.7400,2491.292
754,7442.7600,2490.948
755,7442.7800,2491.135
756,7442.8000,2490.964
757,7442.8200,2491.401
758,7442.8400,2490.948
759,7442.8600,2491.214
760,7442.8800,2491.964
761,7442.9000,2491.777
762,7442.9200,2492.042
763,7442.9400,2492.011
764,7442.9600,2492.308
765,7442.9800,2492.418
766,7443.0000,2492.949
767,7443.0200,2492.731
768,7443.0400,2492.981
769,7443.0600,2493.763
770,7443.0800,2493.778
771,7443.1000,2493.622
772,7443.1200,2493.966
773,7443.1400,2494.279
774,7443.1600,2494.404
775,7443.1800,2494.419
776,7443.2000,2494.513
777,7443.2200,2494.529
778,7443.2400,2494.482
779,7443.2600,2494.263
780,7443.2800,2494.326
781,7443.3000,2494.029
782,7443.3200,2494.404
783,7443.3400,2494.341
784,7443.3600,2494.075
785,7443.3800,2494.623
786,7443.4000,2494.951
787,7443.4200,2495.123
788,7443.4400,2495.295
789,7443.4600,2495.358
790,7443.4800,2495.655
791,7443.5000,2495.936
792,7443.5200,2495.858
793,7443.5400,2496.374
794,7443.5600,2496.327
795,7443.5800,2497.172
796,7443.6000,2496.64
797,7443.6200,2497.281
798,7443.6400,2497.375
799,7443.6600,2497.094
800,7443.6800,2497.594
801,7443.7000,2497.61
802,7443.7200,2497.266
803,7443.7400,2497.875
804,7443.7600,2498.157
805,7443.7800,2498.235
806,7443.8000,2497.485
807,7443.8200,2497.297
808,7443.8400,2497.438
809,7443.8600,2497.907
810,7443.8800,2497.61
811,7443.9000,2497.453
812,7443.9200,2497.61
813,7443.9400,2497.563
814,7443.9600,2496.984
815,7443.9800,2497.313
816,7444.0000,2497.563
817,7444.0200,2497.453
818,7444.0400,2497.25
819,7444.0600,2497.516
820,7444.0800,2497.641
821,7444.1000,2497.109
822,7444.1200,2497.766
823,7444.1400,2498.063
824,7444.1600,2497.703
825,7444.1800,2497.875
826,7444.2000,2497.969
827,7444.2200,2498.219
828,7444.2400,2498.61
829,7444.2600,2498.704
830,7444.2800,2498.61
831,7444.3000,2498.517
832,7444.3200,2498.079
833,7444.3400,2498.736
834,7444.3600,2498.767
835,7444.3800,2498.814
836,7444.4000,2498.251
837,7444.4200,2498.782
838,7444.4400,2498.548
839,7444.4600,2498.204
840,7444.4800,2498.204
841,7444.5000,2498.329
842,7444.5200,2498.579
843,7444.5400,2498.72
844,7444.5600,2498.423
845,7444.5800,2498.595
846,7444.6000,2498.892
847,7444.6200,2498.829
848,7444.6400,2499.22
849,7444.6600,2498.642
850,7444.6800,2499.189
851,7444.7000,2499.517
852,7444.7200,2499.361
853,7444.7400,2499.674
854,7444.7600,2499.674
855,7444.7800,2499.033
856,7444.8000,2499.517
857,7444.8200,2499.517
858,7444.8400,2499.564
859,7444.8600,2499.377
860,7444.8800,2500.08
861,7444.9000,2499.58
862,7444.9200,2499.799
863,7444.9400,2499.721
864,7444.9600,2499.783
865,7444.9800,2499.924
866,7445.0000,2499.987
867,7445.0200,2500.424
868,7445.0400,2500.44
869,7445.0600,2500.581
870,7445.0800,2500.362
871,7445.1000,2501.003
872,7445.1200,2500.721
873,7445.1400,2501.519
874,7445.1600,2501.284
875,7445.1800,2501.41
876,7445.2000,2501.284
877,7445.2200,2502.145
878,7445.2400,2501.394
879,7445.2600,2501.269
880,7445.2800,2501.3
881,7445.3000,2500.956
882,7445.3200,2501.988
883,7445.3400,2501.754
884,7445.3600,2501.628
885,7445.3800,2502.145
886,7445.4000,2501.754
887,7445.4200,2502.16
888,7445.4400,2502.02
889,7445.4600,2501.676
890,7445.4800,2502.457
891,7445.5000,2501.269
892,7445.5200,2502.442
893,7445.5400,2502.739
894,7445.5600,2502.113
895,7445.5800,2502.692
896,7445.6000,2503.521
897,7445.6200,2503.052
898,7445.6400,2503.317
899,7445.6600,2503.724
900,7445.6800,2504.084
901,7445.7000,2504.005
902,7445.7200,2504.475
903,7445.7400,2504.115
904,7445.7600,2504.553
905,7445.7800,2505.053
906,7445.8000,2505.131
907,7445.8200,2505.084
908,7445.8400,2505.46
909,7445.8600,2505.209
910,7445.8800,2505.913
911,7445.9000,2505.898
912,7445.9200,2506.304
913,7445.9400,2506.508
914,7445.9600,2507.696
915,7445.9800,2507.071
916,7446.0000,2507.852
917,7446.0200,2508.243
918,7446.0400,2509.135
919,7446.0600,2508.853
920,7446.0800,2509.041
921,7446.1000,2509.713
922,7446.1200,2510.01
923,7446.1400,2510.917
924,7446.1600,2510.698
925,7446.1800,2510.777
926,7446.2000,2511.167
927,7446.2200,2510.949
928,7446.2400,2511.809
929,7446.2600,2510.636
930,7446.2800,2511.449
931,7446.3000,2510.808
932,7446.3200,2510.855
933,7446.3400,2510.855
934,7446.3600,2510.777
935,7446.3800,2510.683
936,7446.4000,2510.26
937,7446.4200,2510.62
938,7446.4400,2510.902
939,7446.4600,2510.276
940,7446.4800,2510.62
941,7446.5000,2511.011
942,7446.5200,2510.996
943,7446.5400,2511.449
944,7446.5600,2511.684
945,7446.5800,2512.309
946,7446.6000,2512.856
947,7446.6200,2512.981
948,7446.6400,2513.795
949,7446.6600,2513.044
950,7446.6800,2513.936
951,7446.7000,2513.67
952,7446.7200,2513.2
953,7446.7400,2513.857
954,7446.7600,2513.216
955,7446.7800,2513.341
956,7446.8000,2513.748
957,7446.8200,2513.404
958,7446.8400,2512.888
959,7446.8600,2513.06
960,7446.8800,2513.029
961,7446.9000,2512.841
962,7446.9200,2512.872
963,7446.9400,2512.966
964,7446.9600,2513.169
965,7446.9800,2512.622
966,7447.0000,2513.529
967,7447.0200,2513.279
968,7447.0400,2513.435
969,7447.0600,2513.498
970,7447.0800,2514.107
971,7447.1000,2513.998
972,7447.1200,2514.373
973,7447.1400,2513.936
974,7447.1600,2514.061
975,7447.1800,2514.999
976,7447.2000,2514.561
977,7447.2200,2514.561
978,7447.2400,2514.154
979,7447.2600,2514.014
980,7447.2800,2513.513
981,7447.3000,2513.732
982,7447.3200,2513.294
983,7447.3400,2513.138
984,7447.3600,2512.778
985,7447.3800,2512.559
986,7447.4000,2512.34
987,7447.4200,2512.215
988,7447.4400,2511.934
989,7447.4600,2511.074
990,7447.4800,2511.324
991,7447.5000,2512.2
992,7447.5200,2511.996
993,7447.5400,2511.402
994,7447.5600,2511.996
995,7447.5800,2512.247
996,7447.6000,2512.606
997,7447.6200,2512.184
998,7447.6400,2512.637
999,7447.6600,2512.825
1000,7447.6800,2512.966
1001,7447.7000,2512.95
1002,7447.7200,2512.935
1003,7447.7400,2513.341
1004,7447.7600,2513.638
1005,7447.7800,2513.81
1006,7447.8000,2514.233
1007,7447.8200,2513.388
1008,7447.8400,2513.998
1009,7447.8600,2514.358
1010,7447.8800,2513.998
1011,7447.9000,2514.467
1012,7447.9200,2514.451
1013,7447.9400,2515.046
1014,7447.9600,2514.295
1015,7447.9800,2514.655
1016,7448.0000,2514.561
1017,7448.0200,2513.842
1018,7448.0400,2514.092
1019,7448.0600,2513.826
1020,7448.0800,2513.482
1021,7448.1000,2513.748
1022,7448.1200,2513.263
1023,7448.1400,2513.154
1024,7448.1600,2512.888
1025,7448.1800,2513.294
1026,7448.2000,2513.279
1027,7448.2200,2513.326
1028,7448.2400,2513.576
1029,7448.2600,2513.654
1030,7448.2800,2513.779
1031,7448.3000,2513.701
1032,7448.3200,2515.343
1033,7448.3400,2514.749
1034,7448.3600,2514.686
1035,7448.3800,2514.952
1036,7448.4000,2515.499
1037,7448.4200,2515.046
1038,7448.4400,2515.327
1039,7448.4600,2515.671
1040,7448.4800,2514.968
1041,7448.5000,2515.452
1042,7448.5200,2515.343
1043,7448.5400,2515.437
1044,7448.5600,2514.577
1045,7448.5800,2514.577
1046,7448.6000,2515.108
1047,7448.6200,2514.405
1048,7448.6400,2514.42
1049,7448.6600,2514.092
1050,7448.6800,2514.717
1051,7448.7000,2514.483
1052,7448.7200,2514.436
1053,7448.7400,2514.999
1054,7448.7600,2514.608
1055,7448.7800,2514.311
1056,7448.8000,2514.467
1057,7448.8200,2514.201
1058,7448.8400,2514.889
1059,7448.8600,2514.53
1060,7448.8800,2514.577
1061,7448.9000,2514.436
1062,7448.9200,2514.795
1063,7448.9400,2514.624
1064,7448.9600,2514.514
1065,7448.9800,2514.795
