CNY,BRL,CAD,CHF,DKK,HKD,INR,JPY,KRW,MXN,MYR,NOK,SEK,SGD,THB,TWD,AUD,EUR,GBP,NZD,ZAR,
7.74,2.1034,1.1802,1.2287,5.6716,7.8129,44.19,117.35,945.6,11.1451,3.506,6.201,7.0768,1.5277,33.05,32.97,1.2889920082495487,0.7616726331022926,0.5181347150259068,1.4598540145985401,7.3675,
7.7445,2.0955,1.1712,1.2332,5.6783,7.8141,44.07,118.15,945.1,11.117,3.502,6.178,7.0928,1.526,32.71,32.96,1.2810658467845248,0.7623113279463333,0.517651930841702,1.4461315979754157,7.3202,
7.7454,2.0915,1.1689,1.225,5.6483,7.8143,44.11,117.51,943.8,11.157,3.5,6.1347,7.0471,1.5268,32.82,32.98,1.2756729174639623,0.7583801001061732,0.5183764449743403,1.4425851125216387,7.352,
7.741,2.0885,1.1687,1.2218,5.644,7.8154,44.08,116.96,944.3,11.1615,3.506,6.129,7.0311,1.5288,32.91,32.96,1.2704865963664083,0.7576331540268202,0.5175447676223993,1.4336917562724014,7.42,
7.737,2.106,1.1755,1.2139,5.6329,7.8148,44.25,116.33,946.2,11.18,3.5145,6.1404,7.0294,1.5338,32.85,33.03,1.272264631043257,0.7560293339381569,0.5171433004085432,1.4488554042306576,7.4805,
7.743,2.09,1.1757,1.2142,5.6219,7.8116,44.19,117.26,944.1,11.142,3.511,6.1263,6.9889,1.5326,32.9,33.04,1.2683916793505834,0.7547739452034116,0.5163955589981926,1.4392630972941853,7.411,
7.728,2.09,1.1738,1.2079,5.596,7.8108,44.08,116.77,944.6,11.158,3.5115,6.1113,6.9674,1.5254,32.8,33.1,1.2581781580271767,0.7514841812579846,0.514853524172373,1.4332807797047442,7.475,
7.7355,2.079,1.175,1.2125,5.6001,7.8124,44.04,117.58,943.6,11.149,3.5015,6.1271,6.986,1.5251,32.95,33.11,1.2506253126563283,0.7519362358072035,0.513874614594039,1.424298532972511,7.4265,
7.732,2.0753,1.1638,1.2137,5.6032,7.8124,43.53,117.32,941.3,11.1075,3.4956,6.1573,6.9862,1.5259,32.75,33.13,1.2475049900199602,0.7523888345496953,0.5107252298263534,1.419849495953429,7.3965,
7.735,2.072,1.1578,1.2151,5.5986,7.8107,43.28,117.83,937.7,11.0795,3.47,6.1586,6.985,1.523,31.9,33.11,1.2476606363069245,0.7515971439308531,0.5103082261686058,1.4194464158977997,7.347,
7.7286,2.0555,1.1574,1.2115,5.5752,7.8093,43.52,117.79,937.9,11.014,3.4695,6.0967,6.9622,1.5176,31.8,32.99,1.2371644191513052,0.7485590238790328,0.508336722244815,1.3993842709207949,7.186,
7.729,2.067,1.1601,1.2169,5.5996,7.8105,43.56,117.82,937.2,11.013,3.4575,6.1007,6.9821,1.5177,32.1,33.04,1.2403870007442321,0.7517666516313336,0.5093724531377343,1.403705783267827,7.2205,
7.7396,2.061,1.1627,1.2144,5.5862,7.813,43.2,117.84,937.65,11.0255,3.453,6.0864,6.9786,1.5151,32.45,33.06,1.2350253180190194,0.7498500299940013,0.5077688636132832,1.3962580284836639,7.228,
7.7334,2.0612,1.1584,1.213,5.5756,7.813,43.03,117.8,940.7,11.0495,3.4527,6.0994,6.9776,1.5156,31.92,33.06,1.2362467548522686,0.748671108781912,0.5085435313262815,1.3919821826280623,7.2415,
7.7318,2.074,1.1579,1.2147,5.5874,7.8139,42.78,116.83,939.6,11.0875,3.4615,6.0802,7.0101,1.5174,31.95,33.06,1.2400793650793651,0.7501312729727703,0.5099179032175819,1.4070634585619812,7.35,
7.728,2.054,1.1577,1.2166,5.5849,7.8127,43.45,117.75,940.4,11.058,3.45,6.091,6.9898,1.5174,32.3,33.08,1.2379301807378065,0.7498500299940013,0.5095022163346411,1.3995801259622114,7.2907,
7.7232,2.058,1.153,1.2126,5.5709,7.8137,43.1,117.56,941.1,11.0427,3.456,6.0774,6.9837,1.5173,32.25,33.01,1.2339585389930898,0.7477194556602363,0.5080010160020321,1.3970382788488405,7.29,
7.7296,2.0465,1.1556,1.2139,5.5692,7.8155,43.05,117.69,937.0,11.0305,3.458,6.0992,7.0057,1.5208,32.45,33.06,1.224589762429586,0.7477194556602363,0.5054078641463662,1.386193512614361,7.28,
7.7267,2.037,1.1573,1.2192,5.5749,7.8153,43.04,118.83,936.4,10.9785,3.46,6.1114,7.0035,1.5184,32.45,33.12,1.2298610257040954,0.7483349547257352,0.5055356149840756,1.3871549452073797,7.175,
7.7345,2.0308,1.1583,1.2194,5.5757,7.8166,42.84,118.72,936.1,10.9965,3.455,6.1178,6.96,1.5145,32.17,33.05,1.2224938875305624,0.7482789583956899,0.5061753391374773,1.3879250520471893,7.171,
7.725,2.0304,1.1509,1.2145,5.5518,7.8162,42.76,118.66,932.1,10.99,3.449,6.0698,6.9073,1.5127,32.2,33.06,1.2205541315757353,0.7448234768359898,0.5074081591231987,1.3831258644536653,7.131,
7.7248,2.0306,1.1511,1.2215,5.5743,7.8174,42.74,119.33,931.6,10.97,3.448,6.093,6.9355,1.5134,32.43,33.14,1.2229423994129878,0.7473841554559043,0.5087763927753752,1.3848497438027976,7.125,
7.729,2.0215,1.1522,1.225,5.5772,7.8175,42.65,119.28,932.6,10.971,3.445,6.1007,6.9452,1.5133,32.4,33.06,1.2244398187829069,0.7481110196753198,0.5099959200326397,1.3879250520471893,7.1125,
7.7304,2.031,1.1479,1.2165,5.5491,7.8124,42.65,119.07,933.6,11.0161,3.4465,6.0259,6.9003,1.5163,32.6,33.11,1.2121212121212122,0.7442691277165824,0.5071508266558474,1.3715539706487452,7.1525,
7.7317,2.0305,1.1449,1.2194,5.5489,7.8129,42.69,119.36,932.2,10.988,3.449,6.0259,6.9027,1.5175,32.19,33.12,1.210800339024095,0.7442691277165824,0.5054078641463662,1.373060551970342,7.133,
7.724,2.0367,1.1362,1.2157,5.5294,7.8143,42.65,118.99,931.6,11.0125,3.446,5.9994,6.8731,1.5182,32.33,33.1,1.208313194780087,0.7416196974191634,0.505842480651525,1.372495196266813,7.186,
7.7222,2.0192,1.1379,1.2154,5.5129,7.812,42.42,119.27,929.0,10.9915,3.441,5.9914,6.8735,1.5163,32.4,33.13,1.2010569300984866,0.7397544015386892,0.5043118664582177,1.3559322033898304,7.195,
7.7283,2.0316,1.1309,1.2132,5.5011,7.8134,41.75,119.84,931.4,10.9865,3.439,5.9551,6.7987,1.514,32.55,33.15,1.200912693647172,0.7380073800738007,0.5023358617571708,1.3497098123903362,7.097,
7.7288,2.0317,1.1293,1.2092,5.4933,7.8117,41.98,118.96,928.6,10.987,3.434,5.9554,6.7873,1.513,32.4,33.13,1.1951715071112705,0.7369739848183359,0.4984796371068242,1.3433637829124128,7.0595,
7.7208,2.038,1.1288,1.2056,5.4891,7.8095,42.0,118.27,927.9,10.9905,3.428,5.9725,6.7845,1.5119,32.3,33.16,1.1971746677840296,0.7367025195226168,0.49897709695124987,1.3455328310010766,7.068,
7.7125,2.031,1.1286,1.2044,5.4776,7.8133,42.08,118.36,928.5,11.0005,3.427,5.9622,6.766,1.5124,32.49,33.11,1.1967448539971277,0.735023888276369,0.4992760497278946,1.3442667025137787,7.06,
7.715,2.024,1.1227,1.2081,5.4789,7.8137,41.7,118.81,927.4,10.9864,3.42,5.956,6.759,1.5109,32.35,33.15,1.195743154370441,0.7352400558782441,0.4988277547762757,1.3401232913428036,7.023,
7.728,2.0231,1.1225,1.2088,5.4871,7.8148,41.65,118.47,926.1,10.9685,3.42,5.9664,6.7681,1.5122,32.4,33.17,1.199184554502938,0.7363770250368188,0.49957536094319827,1.3401232913428036,7.0725,
7.7345,2.0359,1.1228,1.2031,5.468,7.8154,40.75,118.52,927.25,11.003,3.42,5.949,6.7512,1.5142,32.58,33.17,1.2071463061323031,0.7341065922771987,0.49930097862991807,1.3466199838405601,7.0355,
7.7203,2.0221,1.1146,1.203,5.4606,7.818,40.58,118.62,926.6,10.9385,3.419,5.9612,6.7149,1.511,32.2,33.18,1.2000480019200768,0.7327617791455997,0.4989522003792037,1.3419216317767042,6.982,
7.73,2.021,1.1202,1.2092,5.4824,7.821,40.56,119.5,928.55,10.926,3.42,5.9823,6.7339,1.5156,32.35,33.28,1.21153380179307,0.7358351729212657,0.5024368185700648,1.3563000135630001,7.0125,
7.7139,2.0305,1.1152,1.2081,5.468,7.8212,40.79,119.59,929.0,10.924,3.42,5.9676,6.7119,1.5182,32.8,33.27,1.2032246420406691,0.7339449541284403,0.5003752814610959,1.349527665317139,7.053,
7.709,2.0308,1.1068,1.2064,5.4553,7.8212,41.04,119.44,931.0,10.9295,3.42,5.9441,6.6975,1.5197,32.8,33.33,1.2010569300984866,0.7320644216691068,0.5,1.3468013468013467,7.031,
7.7065,2.033,1.1088,1.2151,5.4792,7.8222,41.0,119.77,930.7,10.9308,3.42,5.9702,6.7123,1.521,32.95,33.35,1.2067093037287318,0.7352941176470588,0.500175061271445,1.3482540110556829,7.039,
7.7039,2.0243,1.1087,1.2138,5.4792,7.8215,41.04,120.05,929.8,10.9285,3.4255,5.9682,6.7093,1.526,32.65,33.34,1.2125621438098704,0.7354022650389763,0.5022601707684581,1.3537295248409367,7.041,
7.705,2.022,1.1069,1.2151,5.4912,7.8211,40.82,120.33,926.7,10.8966,3.4145,5.9823,6.7323,1.5233,32.82,33.3,1.213444970270598,0.7371369600471768,0.503068719187041,1.3581420616596498,6.97,
7.7035,2.0283,1.1069,1.2115,5.4828,7.8207,40.58,120.16,927.3,10.8825,3.4155,5.9695,6.7496,1.5154,32.55,33.27,1.2184720360667722,0.7359976448075366,0.5017309718528925,1.3599891200870393,6.928,
7.7039,2.0235,1.1024,1.2096,5.4714,7.8182,40.53,119.96,922.3,10.8504,3.413,5.97,6.7306,1.5138,32.51,33.21,1.21153380179307,0.7344300822561692,0.5014039310068191,1.35556459265284,6.878,
7.6951,2.0245,1.1048,1.2182,5.5054,7.818,40.64,119.89,922.7,10.8475,3.4065,6.0115,6.7878,1.516,32.65,33.26,1.2081672103419114,0.7389890629618682,0.5024620641141594,1.3564839934888768,6.9265,
7.6941,2.022,1.1063,1.2165,5.4997,7.8197,40.67,119.8,923.2,10.8231,3.397,6.0076,6.7976,1.5157,32.65,33.28,1.2070006035003018,0.738061849582995,0.5009267144216801,1.3614703880190606,6.8976,
7.6936,2.0167,1.1073,1.2192,5.5144,7.8204,41.04,120.37,925.65,10.8175,3.4015,6.0512,6.8199,1.5179,32.53,33.33,1.2019230769230769,0.7400828892835998,0.5042101547925175,1.365001365001365,6.985,
7.6835,2.0173,1.1136,1.2188,5.5113,7.8201,40.74,120.19,926.1,10.8125,3.3995,6.0475,6.8309,1.5171,32.75,33.28,1.2010569300984866,0.7396996819291367,0.5044390637610977,1.3620266957232363,6.9715,
7.6719,2.0103,1.1067,1.2194,5.5014,7.8116,40.59,120.37,923.15,10.7981,3.3985,6.0524,6.8094,1.5158,33.35,33.32,1.2000480019200768,0.7383343177790903,0.5049739938393173,1.354279523293608,6.94,
7.6938,1.9888,1.0976,1.2135,5.4784,7.8141,40.64,120.22,924.2,10.7975,3.398,6.0101,6.7539,1.5149,33.08,33.33,1.1978917105893627,0.7351319561861354,0.5034739703957305,1.3537295248409367,6.91,
7.683,1.9636,1.1028,1.222,5.5111,7.8185,40.58,120.74,923.6,10.7951,3.3975,6.045,6.8095,1.5223,33.4,33.34,1.2124151309408342,0.7395355716609968,0.5057145746940427,1.3636983499249966,6.9725,
7.673,1.9541,1.0976,1.2268,5.5231,7.8204,40.59,121.3,927.8,10.8,3.4015,6.0592,6.8377,1.5266,33.16,33.37,1.2166930283489477,0.7410701052319549,0.5063803929511849,1.3689253935660506,7.0315,
7.6636,1.9631,1.0883,1.2267,5.5162,7.8188,40.36,121.09,934.0,10.8222,3.3915,6.0468,6.8194,1.5257,32.87,33.35,1.2121212121212122,0.7401376656058027,0.5062009617818274,1.3679890560875514,7.0305,
7.6656,1.9426,1.0854,1.2306,5.5387,7.8215,40.48,121.57,929.9,10.794,3.391,6.0669,6.8519,1.5275,32.9,33.38,1.2195121951219512,0.7431076763022962,0.5077430820005078,1.3709898546750754,7.032,
7.656,1.9376,1.0854,1.23,5.535,7.8236,40.14,121.47,931.7,10.7641,3.383,6.0385,6.8199,1.5331,32.8,33.39,1.21758188238159,0.7427213309566251,0.5058680696074465,1.3745704467353952,7.0445,
7.649,1.9415,1.0816,1.2266,5.5271,7.8228,40.28,121.52,931.2,10.7705,3.3855,6.0157,6.8231,1.5289,32.68,33.41,1.2127091923356779,0.7417297136923304,0.5030434126465114,1.3676148796498906,7.0431,
7.6525,1.965,1.0841,1.2294,5.5485,7.8233,40.43,121.46,932.7,10.8332,3.384,6.0318,6.8416,1.5288,32.73,33.29,1.2184720360667722,0.7446570854121677,0.5037275841225065,1.3791201213625708,7.1481,
7.6527,1.9456,1.0794,1.2281,5.5381,7.8225,40.28,121.72,928.0,10.775,3.39,6.0159,6.8346,1.5286,32.55,33.23,1.221001221001221,0.7433838834374071,0.5039052658100277,1.3760836658868858,7.101,
7.6527,1.9456,1.0794,1.2281,5.5381,7.8225,40.28,121.72,928.0,10.775,3.39,6.0159,6.8346,1.5286,32.55,33.23,1.221001221001221,0.7433838834374071,0.5039052658100277,1.3760836658868858,7.101,
7.6514,1.942,1.0719,1.2227,5.5254,7.8194,40.19,121.79,927.5,10.7965,3.392,6.0114,6.8779,1.5279,32.78,33.02,1.21921482565228,0.7416747014759326,0.504693650953871,1.3719303059404582,7.133,
7.6463,1.9498,1.0753,1.2259,5.5494,7.8044,40.53,121.48,930.8,10.8125,3.4015,6.0716,6.9376,1.5307,32.6,32.97,1.2165450121654502,0.7452120128176466,0.5064060363599534,1.3691128148959473,7.18,
7.6516,1.9225,1.0701,1.2252,5.537,7.8087,40.36,121.76,927.4,10.738,3.397,6.0403,6.9191,1.5307,33.03,33.09,1.2088974854932302,0.7433286255853713,0.5051270394504218,1.357773251866938,7.122,
7.6483,1.901,1.0602,1.2299,5.5406,7.8106,40.27,122.1,928.1,10.7116,3.397,6.0253,6.9293,1.5312,32.9,33.0,1.2029351617947792,0.744047619047619,0.5049484952534842,1.3451708366962605,7.081,
7.6503,1.9182,1.0579,1.2231,5.5206,7.8062,40.5,121.72,927.3,10.7465,3.394,5.9847,6.9161,1.53,32.81,33.0,1.1988970147464333,0.741399762752076,0.5019576347756249,1.3381506757660913,7.1215,
7.6397,1.9401,1.0605,1.2187,5.5045,7.8086,40.28,121.49,926.5,10.795,3.406,5.9705,6.8872,1.53,32.75,32.99,1.1946004061641382,0.739316871211001,0.5014793641241663,1.3304949441192122,7.1255,
7.6377,1.968,1.0586,1.2176,5.5191,7.8116,40.41,121.08,926.8,10.8575,3.432,5.9887,6.9225,1.5332,32.71,33.01,1.1893434823977165,0.7411799584939224,0.5021340697966357,1.332267519317879,7.2085,
7.6525,1.9673,1.0611,1.2243,5.5333,7.8146,40.51,121.34,926.5,10.8985,3.4355,5.9889,6.928,1.536,32.59,33.03,1.1838522552385462,0.7431629013079668,0.5051015254066067,1.3238019592268997,7.2005,
7.6666,1.9666,1.0622,1.2345,5.5714,7.8157,40.82,121.62,932.3,10.9785,3.4605,6.0677,6.9992,1.5415,32.6,32.98,1.1866619200189865,0.7485590238790328,0.5087246273592104,1.3218770654329148,7.2685,
7.668,1.943,1.0614,1.2386,5.5734,7.8141,40.55,121.78,931.7,10.9146,3.469,6.0615,6.9962,1.5415,32.38,33.02,1.1868027533823877,0.7485590238790328,0.5079752108097125,1.3345789403443213,7.223,
7.6456,1.939,1.0636,1.2424,5.5872,7.8167,40.48,121.76,930.2,10.9243,3.454,6.0862,7.0644,1.5411,32.4,33.02,1.1849745230477544,0.7504690431519699,0.5063291139240506,1.3297872340425532,7.2225,
7.637,1.9467,1.0668,1.2447,5.6002,7.8148,40.7,122.37,931.5,10.958,3.464,6.094,7.0708,1.5439,32.45,33.05,1.1901928112354203,0.7521624670928921,0.5068937550689375,1.3326226012793179,7.2503,
7.642,1.931,1.0684,1.2452,5.5929,7.8169,40.66,122.97,929.7,10.9085,3.455,6.0874,7.0794,1.5423,32.4,33.17,1.1977482333213558,0.75125835774923,0.5077173030056864,1.3329778725673154,7.197,
7.6245,1.9098,1.0678,1.2428,5.57,7.8188,40.52,123.55,927.6,10.8095,3.4405,6.04,7.0405,1.539,32.5,33.18,1.1904761904761905,0.7482229704451927,0.5059448520111308,1.3274923669188903,7.1175,
7.6193,1.9029,1.072,1.2409,5.5538,7.8171,40.5,123.67,928.4,10.7665,3.4255,6.0249,7.038,1.5371,32.43,33.17,1.187507421921387,0.7462129691814043,0.5044899606497831,1.3262599469496021,7.086,
7.6175,1.9017,1.0638,1.2402,5.5489,7.8171,40.58,123.39,927.6,10.7404,3.435,6.0227,7.0116,1.5378,32.15,33.15,1.1820330969267139,0.7453786523553966,0.5029169181251257,1.3194352816994326,7.079,
7.618,1.9175,1.0646,1.2374,5.5435,7.8141,40.59,123.6,927.6,10.7785,3.427,5.9881,6.8968,1.5359,32.21,33.05,1.1823126034523528,0.7448234768359898,0.501579976927321,1.3111315064901008,7.101,
7.6208,1.919,1.0727,1.2404,5.5548,7.8123,40.59,123.68,926.6,10.8175,3.4525,5.9697,6.9052,1.5356,32.2,32.93,1.1809163911195086,0.7463243525636241,0.5019072475406545,1.312163758037003,7.155,
7.622,1.923,1.0676,1.2316,5.5364,7.8151,40.55,124.09,927.9,10.795,3.451,5.9397,6.8791,1.5385,32.18,32.75,1.1789672247111531,0.7441583568983479,0.5006257822277848,1.303780964797914,7.125,
7.6187,1.9362,1.0712,1.2305,5.5295,7.8122,40.73,123.84,926.2,10.8151,3.463,5.9476,6.8768,1.5365,32.15,32.74,1.179245283018868,0.7434944237918216,0.5009518084360285,1.3049719431032234,7.1455,
7.6178,1.943,1.0692,1.2284,5.5235,7.8126,40.9,123.49,926.1,10.835,3.474,5.9522,6.8845,1.5376,31.98,32.77,1.180080245456691,0.7425007425007425,0.5000750112516877,1.3041210224308815,7.1708,
7.621,1.95,1.0716,1.2291,5.54,7.8147,40.88,122.52,927.4,10.8671,3.481,5.925,6.891,1.538,31.55,32.8,1.1940298507462686,0.7444353457902182,0.5008765339343851,1.3176966662274343,7.18,
7.6198,1.9239,1.0626,1.2286,5.5249,7.8165,40.8,123.01,926.6,10.7855,3.465,5.8985,6.8555,1.5333,31.65,32.82,1.181893393215932,0.7426110203475419,0.4994506043352312,1.2998830105290524,7.079,
7.612,1.9301,1.0634,1.224,5.504,7.8184,40.58,123.39,922.6,10.7901,3.45,5.8942,6.8455,1.53,31.68,32.83,1.1777175833235192,0.7396449704142012,0.4984299456711359,1.2936610608020698,7.044,
7.6055,1.916,1.0553,1.2112,5.4607,7.8165,40.42,122.32,921.3,10.771,3.432,5.813,6.7934,1.523,31.65,32.77,1.1633317822242903,0.7338372349012989,0.4960071425028521,1.277139208173691,6.9661,
7.5948,1.9142,1.0593,1.2152,5.4656,7.8129,40.41,122.4,917.7,10.7681,3.444,5.8183,6.7678,1.5228,31.7,32.79,1.1705489874751258,0.7344840249724569,0.4958349861166204,1.2797542871768621,6.968,
7.5948,1.9142,1.0593,1.2152,5.4656,7.8129,40.41,122.4,917.7,10.7681,3.444,5.8183,6.7678,1.5228,31.7,32.79,1.1705489874751258,0.7344840249724569,0.4958349861166204,1.2797542871768621,6.968,
7.6,1.9134,1.0567,1.2178,5.4729,7.8173,40.34,122.82,921.7,10.793,3.445,5.83,6.7394,1.5211,31.06,32.79,1.1680878402055834,0.7357268981753973,0.4971661529283086,1.2773023374632775,7.02,
7.6,1.9015,1.0478,1.2181,5.4589,7.8175,40.36,123.27,919.4,10.7805,3.447,5.8054,6.7316,1.5195,31.28,32.84,1.1669973159061735,0.7338910905621605,0.4970425965505244,1.278281989006775,6.9925,
7.6055,1.898,1.0479,1.217,5.4599,7.8148,40.37,123.34,920.9,10.7562,3.438,5.8073,6.7468,1.5203,31.6,32.79,1.1621150493898895,0.7340527049842178,0.495884161459883,1.2805736970162631,6.963,
7.5855,1.891,1.052,1.2074,5.4242,7.8158,40.3,122.19,919.6,10.78,3.4375,5.8096,6.6919,1.5163,31.26,32.78,1.1598237067965669,0.729181857955374,0.4938759383642829,1.2830382345393894,6.9865,
7.566,1.889,1.0557,1.2044,5.4071,7.816,40.31,122.13,919.1,10.825,3.449,5.7906,6.6634,1.5152,30.52,32.78,1.1609008590666356,0.7269026677327907,0.4921259842519685,1.2832028743744386,7.03,
7.569,1.8758,1.0467,1.2033,5.4015,7.8165,40.28,122.5,918.4,10.7805,3.4485,5.738,6.6416,1.5155,30.9,32.79,1.157675387821255,0.7259001161440186,0.49290220820189273,1.278935925310142,6.9705,
7.571,1.8713,1.0476,1.2019,5.3951,7.8194,40.26,121.99,916.4,10.7651,3.438,5.7368,6.6331,1.5157,30.42,32.8,1.1510128913443831,0.725268349289237,0.4915454187966968,1.272426517368622,6.979,
7.566,1.8694,1.043,1.2018,5.3964,7.8202,40.22,121.9,917.9,10.7706,3.44,5.7263,6.637,1.5169,29.85,32.84,1.1465260261407935,0.7254261878853826,0.49082163541768925,1.2623074981065388,6.96,
7.5651,1.8639,1.0435,1.203,5.3982,7.8202,40.23,122.36,917.9,10.76,3.442,5.7247,6.6519,1.5179,30.05,32.83,1.1452130096197892,0.7255840951966332,0.48887802493277926,1.2642225031605563,6.9664,
7.5655,1.8573,1.0435,1.1997,5.3872,7.8201,40.23,121.83,916.2,10.751,3.441,5.7205,6.6468,1.5167,30.19,32.83,1.139211665527455,0.7242178447276941,0.4869971754163826,1.2594458438287153,6.968,
7.558,1.8538,1.0425,1.2023,5.3873,7.8209,40.26,122.06,915.7,10.7276,3.431,5.7276,6.6413,1.5123,30.06,32.82,1.1368804001819008,0.7240605314604301,0.4880429477794046,1.2621481761958855,6.8693,
7.5727,1.8619,1.044,1.1998,5.378,7.8199,40.18,121.15,914.7,10.7966,3.4215,5.716,6.6263,1.5115,29.7,32.79,1.1368804001819008,0.7230135203528306,0.48623942429252165,1.2554927809165097,6.883,
7.5652,1.8413,1.045,1.2054,5.383,7.8202,40.12,121.31,914.9,10.7574,3.408,5.7244,6.6526,1.5076,29.28,32.78,1.1318619128466327,0.7237461098646595,0.48579062424095215,1.244090569793481,6.8075,
7.566,1.849,1.0372,1.205,5.3806,7.8218,40.15,120.57,913.8,10.7895,3.402,5.7427,6.657,1.5046,29.5,32.79,1.1310937676733401,0.7233796296296295,0.48482497818287595,1.2362467548522686,6.833,
